0.2	0.2	0.2	0.2	0.2	
0.18	0.18	0.18	0.28	0.18	
0.16	0.26	0.16	0.26	0.16	
0.14	0.24	0.14	0.24	0.24	
0.12	0.22	0.12	0.22	0.32	
0.1	0.3	0.1	0.2	0.3	
0.1	0.28	0.1	0.24	0.28	
0.1	0.26	0.16	0.22	0.26	
0.1	0.24	0.22	0.2	0.24	
0.1	0.22	0.2	0.18	0.3	
0.1	0.2	0.18	0.24	0.28	
0.1	0.18	0.16	0.3	0.26	
0.1	0.24	0.14	0.28	0.24	
0.1	0.3	0.12	0.26	0.22	
0.1	0.28	0.1	0.32	0.2	
0.16	0.26	0.1	0.3	0.18	
0.14	0.24	0.1	0.28	0.24	
0.12	0.22	0.1	0.34	0.22	
0.1	0.28	0.1	0.32	0.2	
0.1	0.26	0.16	0.3	0.18	
0.1	0.24	0.14	0.36	0.16	
