0.25	0.25	0.25	0.25	
0.24	0.28	0.24	0.24	
0.23	0.27	0.27	0.23	
0.22	0.3	0.26	0.22	
0.21	0.33	0.25	0.21	
0.24	0.32	0.24	0.2	
0.23	0.35	0.23	0.19	
0.22	0.38	0.22	0.18	
0.25	0.37	0.21	0.17	
0.24	0.4	0.2	0.16	
0.23	0.43	0.19	0.15	
0.22	0.42	0.18	0.18	
0.21	0.45	0.17	0.17	
0.2	0.48	0.16	0.16	
0.19	0.51	0.15	0.15	
0.18	0.54	0.14	0.14	
0.17	0.53	0.17	0.13	
0.16	0.52	0.2	0.12	
0.15	0.55	0.19	0.11	
0.14	0.58	0.18	0.1	
0.13	0.6	0.17	0.1	
0.15	0.59	0.16	0.1	
0.14	0.61	0.15	0.1	
0.13	0.63	0.14	0.1	
0.12	0.62	0.13	0.13	
0.11	0.65	0.12	0.12	
0.1	0.64	0.15	0.11	
0.1	0.63	0.14	0.13	
0.1	0.62	0.16	0.12	
0.1	0.61	0.18	0.11	
0.1	0.63	0.17	0.1	
0.1	0.62	0.18	0.1	
0.1	0.61	0.19	0.1	
0.1	0.62	0.18	0.1	
0.12	0.61	0.17	0.1	
0.11	0.63	0.16	0.1	
