0.2	0.2	0.2	0.2	0.2	
0.18	0.18	0.18	0.28	0.18	
0.16	0.16	0.16	0.26	0.26	
0.14	0.24	0.14	0.24	0.24	
0.12	0.22	0.22	0.22	0.22	
0.1	0.3	0.2	0.2	0.2	
0.1	0.28	0.18	0.26	0.18	
0.1	0.26	0.24	0.24	0.16	
0.18	0.24	0.22	0.22	0.14	
0.16	0.22	0.3	0.2	0.12	
0.14	0.2	0.28	0.18	0.2	
0.12	0.28	0.26	0.16	0.18	
0.1	0.26	0.24	0.24	0.16	
0.1	0.24	0.3	0.22	0.14	
0.18	0.22	0.28	0.2	0.12	
0.16	0.2	0.26	0.18	0.2	
0.14	0.18	0.24	0.26	0.18	
0.12	0.16	0.22	0.24	0.26	
0.2	0.14	0.2	0.22	0.24	
0.18	0.12	0.28	0.2	0.22	
0.16	0.1	0.36	0.18	0.2	
