0.1	0.3	0.3	0.3	
0.1	0.35	0.275	0.275	
0.1	0.4	0.25	0.25	
0.1	0.375	0.3	0.225	
0.1	0.425	0.275	0.2	
0.1	0.4	0.25	0.25	
0.1	0.375	0.225	0.3	
0.175	0.35	0.2	0.275	
0.25	0.325	0.175	0.25	
0.325	0.3	0.15	0.225	
0.3	0.275	0.125	0.3	
0.275	0.25	0.2	0.275	
0.35	0.225	0.175	0.25	
0.425	0.2	0.15	0.225	
0.4	0.275	0.125	0.2	
0.375	0.35	0.1	0.175	
0.35	0.325	0.175	0.15	
0.425	0.3	0.15	0.125	
0.4	0.275	0.225	0.1	
0.375	0.325	0.2	0.1	
0.425	0.3	0.175	0.1	
