0.2	0.2	0.2	0.2	0.2	
0.192	0.192	0.192	0.232	0.192	
0.184	0.184	0.224	0.224	0.184	
0.176	0.176	0.256	0.216	0.176	
0.168	0.168	0.248	0.248	0.168	
0.16	0.16	0.24	0.28	0.16	
0.192	0.152	0.232	0.272	0.152	
0.224	0.144	0.224	0.264	0.144	
0.216	0.136	0.216	0.256	0.176	
0.208	0.128	0.208	0.248	0.208	
0.2	0.16	0.2	0.24	0.2	
0.192	0.152	0.192	0.232	0.232	
0.184	0.144	0.184	0.264	0.224	
0.176	0.176	0.176	0.256	0.216	
0.208	0.168	0.168	0.248	0.208	
0.24	0.16	0.16	0.24	0.2	
0.272	0.152	0.152	0.232	0.192	
0.264	0.184	0.144	0.224	0.184	
0.256	0.176	0.136	0.216	0.216	
0.248	0.168	0.168	0.208	0.208	
0.24	0.2	0.16	0.2	0.2	
0.232	0.192	0.192	0.192	0.192	
0.224	0.184	0.184	0.224	0.184	
0.216	0.216	0.176	0.216	0.176	
0.208	0.208	0.168	0.208	0.208	
0.2	0.2	0.16	0.24	0.2	
0.192	0.192	0.152	0.272	0.192	
0.184	0.184	0.184	0.264	0.184	
0.176	0.176	0.176	0.256	0.216	
0.168	0.168	0.208	0.248	0.208	
0.16	0.16	0.2	0.24	0.24	
0.152	0.152	0.232	0.232	0.232	
0.144	0.144	0.224	0.264	0.224	
0.136	0.136	0.216	0.296	0.216	
0.168	0.128	0.208	0.288	0.208	
0.16	0.12	0.24	0.28	0.2	
